x,y,inside
0.9011566500168673,0.6464322997090259,0.0
-1.4874686452026524,-1.8043550717669619,1.0
-0.38043077070383946,1.6038564523065801,0.0
1.6116426635323364,0.12842275143634918,0.0
0.3225992684024104,-1.1432036459333195,0.0
-1.90053660590705,1.4331939974998429,0.0
-0.35330749097798764,1.340893801832828,0.0
0.0072019045500884005,-0.8288162702703485,1.0
0.4794796353157178,1.85700636707291,0.0
0.4295728732116211,0.80470237858917,0.0
0.2939690002611486,-0.19768958247983326,1.0
-1.3438260945272495,0.45162130300547343,0.0
0.5876750048782919,-1.0297309418581237,0.0
-0.38250264743385776,0.9372607938078401,0.0
-0.7484968586093115,-0.3066206476644644,0.0
0.4088974183341536,1.4019154171708,0.0
-1.0778423132629489,-1.4140687601003932,1.0
0.6466327227430191,0.21727567431389927,0.0
0.7162254202155429,0.7606280718096872,1.0
-0.5871068103496149,-0.8704723964173517,1.0
-1.6909076032183932,0.24366274354410455,0.0
0.41615156105164264,-0.7389662439580595,0.0
1.044477620639526,-0.1172856558517843,0.0
-0.1533734395811841,1.1744931342052571,0.0
1.0640473530121213,-0.25666436667318937,0.0
1.1729737728956948,1.2826839889305393,0.0
1.4192760029289984,-0.9973320402599728,0.0
-1.6320103789101288,1.8214550877299862,0.0
-1.8556525585099233,1.7807357634855987,0.0
-0.08029816308560189,-0.6303829820396984,1.0
-1.3500088204465746,0.6293680560323054,0.0
1.8644943386255335,1.359485193942609,0.0
1.9831601050460188,1.6282468574262663,0.0
1.291940780130791,0.3070491675067961,0.0
-1.7376365332038932,1.4547910726723248,0.0
0.6388693974823281,-0.5309431349266149,0.0
-0.297055919542915,0.15417695792518726,0.0
1.4378509761651195,0.14023034371667453,0.0
0.33970120388036795,0.5051779095403832,1.0
-0.9443903195855055,-1.6819850939116776,1.0
1.1725060451126472,1.4986675660925095,0.0
-0.34203958967138526,-0.46418762176233397,0.0
0.9548424305586662,1.001912194091597,1.0
1.2265146417176087,-1.0827905267252422,0.0
-0.8305618564336936,-1.7860075066891206,1.0
1.0924595716900014,-1.2598596318435553,0.0
1.7411001243548334,0.8233503203757211,0.0
-1.8970016969735832,0.9363466797092141,0.0
1.639744872218642,0.783751092865705,0.0
0.695576412876818,0.08517068238222025,0.0
0.9765121232556155,0.4612856393188465,0.0
1.5546690265652483,1.0060178242126905,0.0
-1.8962598070690806,-1.8782096225332574,1.0
1.6599312161020006,1.0605966692051885,0.0
0.8350816898002869,0.4648763978802881,0.0
1.3150496635299391,0.3100782353185121,0.0
1.4437657262069226,1.7899253705532359,0.0
-0.6356774473257722,1.6551329255283016,0.0
1.350420318462937,1.602062416484054,0.0
-1.6757737926424578,0.4591209472887865,0.0
-1.4369558592459266,-0.4807778490759569,0.0
-0.27419379533444577,0.6036167199763658,0.0
-0.25397634743778985,0.5841637230000907,0.0
1.2513262879778084,-1.9612747728879634,0.0
-0.7844693217927392,-1.0160805622407922,1.0
0.05835467298015873,-0.34107114477996126,1.0
1.9960278460163492,1.4199792659541632,0.0
-1.8282971880811525,-0.40648460018047894,1.0
1.8258543940025849,-0.3002548421069342,0.0
1.6712459900202146,-0.7073758111270942,0.0
0.5191325483292264,-1.7906505434097584,0.0
-0.9844339529657478,0.7133248230273108,0.0
-1.5484616653351773,1.15867877983814,0.0
1.3895390841604667,0.3496909857935311,0.0
-0.1511989072724993,0.623272084605484,0.0
0.5144223846149902,-1.2714408841712297,0.0
0.14834041954184896,-1.4480390008229032,0.0
0.8299177093415722,-0.653217677189144,0.0
-1.073374959077713,-0.8293260186765754,1.0
-0.6416528019417735,1.3444366893284685,0.0
