lw_x,lw_y,lw_z,lh_x,lh_y,lh_z,la_x,la_y,la_z,ra_x,ra_y,ra_z,age,height_in,weight_lbs,right_handed,gender_male,race_black,race_caucasian
-0.015628416699227553,0.6122484321750455,-1.9340327239590993,-1.3680467811103527,0.9493561710105769,-0.15096423954299157,1.1145885004346847,-0.8455349750560791,0.5952845187155636,-1.0939146730152052,-0.8396816611416048,0.9981212169846623,-0.5672948058650183,0.9181092695277258,0.4588979862704097,1.0,1.0,0.0,1.0
-0.9908614714512939,0.7454588720490557,0.3294644141226017,-0.7443040337526009,0.363558738901766,-0.12121326230605375,0.06030172468205963,0.06323507552477008,-0.18835596702795895,-0.6053802508872375,-0.4589632696795591,0.034323848752052945,-1.7066969609441331,-1.2552286477022452,-1.4075566422877852,1.0,0.0,0.0,1.0
1.2630104773090371,-0.6277423645245183,0.398778618850159,2.604856530877692,-1.3687279531914316,0.6076856799989214,-0.9969548729740937,0.3816929564975466,0.45348290700959276,0.24868532672547372,0.2917507156426429,0.7077463688632992,-0.9091154523887528,0.4351452879210655,0.42404950029751703,1.0,1.0,0.0,1.0
-0.6712017479492277,0.4790379923010353,0.5333830752110432,1.2621196806543542,0.7694326740057277,1.3588978552316002,-0.7979768054376828,0.851612512567131,-0.5988343167031374,0.5935193158085401,0.5519097007541482,-0.2807637524009154,-0.45335459035710685,-0.530782675292255,-0.5233329872466047,0.0,0.0,1.0,0.0
1.7072833133627563,-0.7822097894848068,0.5100780853723642,2.9305547142270596,-1.5266645745224647,1.82747574671337,-0.7890673397270972,0.7312198990286419,-0.07640732620745573,0.3509326141861505,-0.1513878204195812,0.1578876139100797,-1.0230556678966642,0.9181092695277258,0.6556318861416357,1.0,1.0,0.0,0.0
-1.0314961820659634,0.7110012265079837,0.7052573752713011,-1.3803372785952346,1.2757290260426284,-0.47078724484007245,0.6958436120371632,-0.22415374388968634,0.33407102346772277,-0.8559863476045823,-0.7740405591653899,0.5162225328683576,-1.1369958834045757,1.1595912603310559,-0.27069765723483896,1.0,0.0,0.0,1.0
-1.0640039505576988,0.7950585039170385,0.4780337243441805,0.6137959383268389,-0.519321676633656,1.039074849934519,-0.41783960178603224,0.1253731986414094,-0.248061908798894,0.8902369343218764,0.26683977217173,-0.76266243651722,0.5721073492140963,0.4351452879210655,-0.5654388755818991,1.0,0.0,0.0,1.0
-0.6305670373345582,0.6901907108247325,1.9666399502898038,1.212957690714827,-0.3561352491176304,0.22836072022796494,-0.41783960178603224,0.1253731986414094,-0.18835596702795895,0.8040284370511099,0.26683977217173,-0.5464258474906731,1.4836290732773882,-2.4626386017188957,-0.7759683172583706,1.0,0.0,0.0,1.0
0.352792959540442,0.6405910789567498,0.6149505396464198,0.8995500048503408,0.4597968884624993,0.31761365193877833,-0.8336146682800251,0.33508936416006707,0.13256346999081692,0.3960228481198553,-0.3426847461788359,-0.3487238232378302,0.5721073492140963,0.4351452879210655,-0.5654388755818991,1.0,0.0,0.0,1.0
-0.8201956868696824,0.9608629875900088,0.5450355701303827,-1.5462589946411385,1.253806793745011,-0.24021717125380496,0.8354252415030036,-0.13483019190951775,0.24451211081132024,-0.8940784743056187,-0.8846927024967235,0.4915097798367522,1.0278682112457422,0.4351452879210655,1.6240673178534046,1.0,1.0,0.0,1.0
